"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL584146";"";"None";"337.40";"0";"4.80";"29d";"Cc1ccc(-c2cnc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1042364";"Inhibition of human recombinant GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154165";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL578634";"";"None";"337.40";"0";"4.80";"34";"Cc1ccc(-c2cc3c(-c4ccc([S+](C)[O-])cc4)coc3cn2)o1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1042364";"Inhibition of human recombinant GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154165";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL572793";"";"None";"354.46";"0";"4.66";"39";"Cc1nnc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)s1";"IC50";"'='";"72.0";"nM";"7.14";"";"";"UO_0000065";"20.15";"0.41";"2.48";"11.52";"0";"CHEMBL1042364";"Inhibition of human recombinant GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154165";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL336961";"AZAKENPAULLONE";"None";"328.17";"0";"3.49";"16 (1-Azakenpaullone)";"O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"23.60";"0.53";"4.25";"13.40";"0";"CHEMBL686320";"Inhibition of human glycogen synthase kinase-3 beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146834";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL257090";"";"None";"472.53";"0";"4.95";"page 1971, R27C1";"COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NS(=O)(=O)c3ccccc3)cc2)cc1";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL951013";"Inhibition of human GSK3-beta by fluorescence anisotropy binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142374";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL573266";"";"None";"352.48";"1";"5.87";"29a";"Cc1ccc(-c2ccc3scc(-c4ccc([S+](C)[O-])cc4)c3c2)o1";"IC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"17.31";"0.35";"0.23";"16.86";"0";"CHEMBL1042364";"Inhibition of human recombinant GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154165";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL1834326";"";"None";"427.44";"0";"2.47";"39";"CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"17.10";"0.32";"4.84";"5.56";"0";"CHEMBL1837408";"Inhibition of human recombinant full length GSK3-beta after 1 hrs by luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833925";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL39803";"";"None";"343.43";"0";"3.52";"5";"O=C(O)Cc1ccc(CSc2nnc(-c3cccnc3)s2)cc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL683002";"Inhibitory concentration against human Glycogen synthase kinase-3";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135133";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL1272171";"";"None";"474.54";"0";"4.68";"64";"CC(C)c1n[nH]c(C(F)(F)F)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1273645";"Inhibition of GSK3-beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1269009";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL2180881";"";"None";"379.37";"0";"2.16";"17";"COc1cc(C2=C(c3c[nH]c4cccnc34)C(=O)NC2=O)cc(OC)c1OC";"IC50";"'='";"215.0";"nM";"6.67";"";"";"UO_0000065";"17.58";"0.33";"4.51";"6.50";"0";"CHEMBL2183648";"Inhibition of GSK3beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177085";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL397771";"";"None";"555.68";"2";"5.74";"9b";"O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1cc(nc(N3CCCC3)c1)CCCn1cc2c2ccccc21";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"14.32";"0.26";"2.22";"11.03";"0";"CHEMBL886931";"Inhibition of human recombinant GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL44541";"MERIDIANIN C";"None";"289.14";"0";"2.97";"Meridianin C";"Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"19.71";"0.46";"2.73";"8.43";"0";"CHEMBL680577";"Inhibition of glycogen synthase kinase-3 beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL413032";"";"None";"275.14";"0";"3.93";"28";"O=C(CBr)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"20.36";"0.48";"1.67";"32.82";"0";"CHEMBL686303";"Inhibitory activity against glycogen synthase kinase-3 (GSK-3beta).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL343821";"";"None";"195.07";"0";"2.82";"18";"O=C(CCl)c1cscc1Cl";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"23.59";"0.63";"1.78";"26.96";"1";"CHEMBL1042446";"Inhibition of GSK3-beta by liquid scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL356459";"";"None";"229.51";"0";"3.48";"35";"O=C(CCl)c1cc(Cl)sc1Cl";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"23.10";"0.66";"1.82";"31.05";"1";"CHEMBL1042446";"Inhibition of GSK3-beta by liquid scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL303630";"";"None";"359.39";"0";"2.85";"38";"COc1cccc(-n2ncc3c(N/N=C/c4ccc(N)cc4)ncnc32)c1";"IC50";"'='";"2.512";"nM";"8.60";"";"";"UO_0000065";"23.93";"0.44";"5.75";"8.33";"0";"CHEMBL684359";"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147546";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL206659";"";"None";"401.50";"0";"1.95";"16";"CS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1";"IC50";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"10.88";"0.21";"2.42";"3.43";"0";"CHEMBL867701";"Inhibition of GSK3-beta using 10 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL202695";"";"None";"430.54";"0";"1.80";"15";"CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"10.91";"0.21";"2.90";"3.60";"0";"CHEMBL867701";"Inhibition of GSK3-beta using 10 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL203571";"";"None";"361.43";"0";"1.36";"13";"CCN(CC)c1cc(Nc2ccc(S(N)(=O)=O)cc2)n2ncnc2n1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"13.72";"0.27";"3.60";"4.18";"0";"CHEMBL867701";"Inhibition of GSK3-beta using 10 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL203407";"";"None";"388.45";"0";"2.23";"6";"NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"17.30";"0.34";"4.49";"5.40";"0";"CHEMBL867701";"Inhibition of GSK3-beta using 10 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL206109";"";"None";"402.48";"0";"2.47";"5";"NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1";"IC50";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"11.27";"0.22";"2.07";"3.64";"0";"CHEMBL867701";"Inhibition of GSK3-beta using 10 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL208292";"";"None";"429.88";"0";"3.62";"7";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870116";"Inhibition of GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL207584";"";"None";"429.88";"0";"3.62";"6";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870116";"Inhibition of GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL1080932";"";"None";"311.34";"0";"0.88";"20";"Cn1cc(C2=C(N3CCOCC3)C(=O)NC2=O)c2ccccc21";"IC50";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"16.34";"0.30";"4.21";"8.00";"0";"CHEMBL1102983";"Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154951";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL142764";"";"None";"239.52";"0";"2.93";"15";"O=C(CCl)c1ccc(Br)s1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"20.88";"0.68";"2.07";"29.29";"0";"CHEMBL686303";"Inhibitory activity against glycogen synthase kinase-3 (GSK-3beta).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL400240";"";"None";"477.77";"0";"4.96";"15f";"CS(=O)(=O)c1ccc(Nc2cc(-c3ccccc3Cl)nc3c(Br)cnn23)cc1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"13.28";"0.31";"1.39";"8.31";"0";"CHEMBL924443";"Inhibition of human GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140538";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL251196";"";"None";"387.29";"0";"2.97";"14m";"Brc1cnn2c(NCc3cccnc3)cc(C3CCNCC3)nc12";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"16.49";"0.36";"3.42";"9.51";"0";"CHEMBL924443";"Inhibition of human GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140538";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL399287";"";"None";"347.45";"0";"4.13";"12m";"CSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"16.53";"0.31";"1.61";"10.42";"0";"CHEMBL924443";"Inhibition of human GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140538";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL260138";"ALSTERPAULLONE 2";"None";"346.35";"0";"3.69";"K00544, Alsterpaullone-2";"N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"26.27";"0.48";"5.41";"8.14";"0";"CHEMBL937654";"Inhibition of GSK3-beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";""
"CHEMBL454974";"";"None";"312.30";"0";"3.39";"26";"Fc1cccc(COc2nnc(-c3ccc4c(c3)CCO4)o2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1031513";"Inhibition of human GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152750";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL516640";"";"None";"439.50";"1";"5.25";"20x";"COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc32)cc1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"19.65";"0.37";"3.39";"9.62";"0";"CHEMBL1031513";"Inhibition of human GSK3-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL262";"Glycogen synthase kinase-3 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152750";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
