Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL384664,,None,375.36,0,2.15,32,O=C(CN1CCN(c2ccc(F)cc2)CC1)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',93.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL1089537,,None,389.77,0,3.19,7,CC(C)C(=O)OCOC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,Ki,=',17.0,nM,7.77,,,UO_0000065,19.93,0.42,4.58,5.70,0,CHEMBL1116964,Inhibition of human recombinant COMT by microplate screening assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156974,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL177507,,None,224.17,0,1.13,26,O=[N+]([O-])c1c(O)c(O)cc2c1/C(=N/O)CC2,Inhibition,=',61.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL326942,,None,451.40,0,3.20,27c,O=C1c2c(cc(O)c(O)c2[N+](=O)[O-])CC1CN1CCN(c2cccc(C(F)(F)F)c2)CC1,Inhibition,=',83.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL9067,,None,308.33,0,2.31,14f,CC1CCN(CCC(=O)c2ccc(O)c(O)c2[N+](=O)[O-])CC1,Inhibition,=',86.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL8752,,None,223.18,0,1.52,15,O=C1CCCc2cc(O)c(O)c([N+](=O)[O-])c21,Inhibition,=',54.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL177270,,None,238.20,0,1.52,25,O=[N+]([O-])c1c(O)c(O)cc2c1/C(=N/O)CCC2,Inhibition,=',37.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL9056,,None,294.31,0,02.06,14b,O=C(CCN1CCCCC1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',95.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL418149,,None,280.28,0,1.67,14c,O=C(CCN1CCCC1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',93.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL413814,,None,384.43,0,3.53,14i,O=C(CCN1CCC(Cc2ccccc2)CC1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',91.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL8944,,None,337.38,0,1.61,14l,CCCN1CCN(CCC(=O)c2ccc(O)c(O)c2[N+](=O)[O-])CC1,Inhibition,=',89.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL419039,,None,417.85,0,2.84,27d,O=C1c2c(cc(O)c(O)c2[N+](=O)[O-])CC1CN1CCN(c2ccccc2Cl)CC1,Inhibition,=',91.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL221933,,None,317.30,0,2.88,10,Cc1ccc(OCC(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1C,Inhibition,=',95.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL277041,METHYLTHIOADENOSINE,None,297.34,0,-0.61,5'-deoxy-5'(methylthio)-adenosine,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Ki,>',5400000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL659331,Compound was tested for inhibition of Catechol O-methyltransferase using radiochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1121736,1,Scientific Literature,J Med Chem,1981,None,,,
CHEMBL8649,,None,315.32,0,3.60,7d,O=C(CCCCc1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',87.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL221776,,None,309.32,0,0.83,27,CN1CCN(CCC(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)CC1,Inhibition,=',81.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL3527536,,None,342.35,0,2.90,M2,Oc1ccc([C@@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)cc1O,Km,=',2500.0,nM,,,,UO_0000065,,,,,0,CHEMBL3541531,Drug metabolism in human liver cytosol assessed as COMT-mediated methylation after 10 to 30 mins by HPLC analysis in presence of SAM,A,BAO_0000019,assay format,Homo sapiens,CHEMBL3559723,Liver,None,Cytosol,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3525932,1,Scientific Literature,Drug Metab Dispos,2012,None,,,
CHEMBL222742,,None,254.24,0,1.14,19,CN(C)CCC(=O)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',89.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL1091982,,None,418.81,0,2.51,11,CC(C)C(N)C(=O)OCOC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,Ki,=',6.0,nM,8.22,,,UO_0000065,19.63,0.42,5.71,05.07,0,CHEMBL1116964,Inhibition of human recombinant COMT by microplate screening assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156974,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL222485,,None,339.30,0,3.42,12,O=C(COc1ccc2ccccc2c1)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',98.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL221820,,None,319.27,0,2.28,9,COc1ccc(OCC(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Inhibition,=',87.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL385129,,None,282.30,0,1.92,21,CCN(CC)CCC(=O)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',91.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL222140,,None,369.33,0,3.43,13,COc1ccc2ccc(OCC(=O)c3cc(O)c(O)c([N+](=O)[O-])c3)cc2c1,Inhibition,=',99.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL374904,,None,289.24,0,2.27,8,O=C(COc1ccccc1)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',91.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL373474,,None,323.35,0,1.22,29,CCN1CCN(CCC(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)CC1,Inhibition,=',81.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL221766,,None,338.32,0,01.03,22,O=C(CN1CCC2(CC1)OCCO2)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',84.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL222183,,None,335.34,0,2.47,17,Cc1cnc(SCCC(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)nc1,Inhibition,=',85.0,%,,,,UO_0000187,,,,,0,CHEMBL919027,Inhibition of COMT in human SK-N-SH cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149248,1,Scientific Literature,J Med Chem,2004,CHEMBL3307745,,,
CHEMBL4632987,,None,364.15,0,3.66,4,O=C(/C=C/c1cccc(Br)c1)c1cc(O)c(O)c([N+](=O)[O-])c1,IC50,=',290.0,nM,6.54,,,UO_0000065,17.95,0.41,2.88,6.49,0,CHEMBL4620616,Inhibition of COMT (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4619744,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,
CHEMBL3797723,,None,264.28,0,2.61,9,O=c1ccn(-c2cccc(-c3ccccc3)n2)cc1O,IC50,=',128.0,nM,6.89,,,UO_0000065,26.08,0.47,4.28,12.51,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3800198,,None,282.27,0,2.74,10,O=c1ccn(-c2nccc(-c3ccccc3)c2F)cc1O,IC50,=',55.0,nM,7.26,,,UO_0000065,25.72,0.47,4.52,13.17,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3798286,,None,264.28,0,2.61,8,O=c1ccn(-c2ccnc(-c3ccccc3)c2)cc1O,IC50,=',456.0,nM,6.34,,,UO_0000065,23.99,0.43,3.73,11.50,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3798144,,None,271.30,0,02.06,7,O=c1ccn(-c2nc(-c3ccccn3)cs2)cc1O,IC50,>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3801493,Inhibition of recombinant human C-terminal His6-tagged soluble COMT transfected in Escherichia coli BL21-Gold (DE3) using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3800482,,None,333.27,0,03.02,21,O=c1ccn(-c2cc(-c3cccc(C(F)(F)F)n3)ccn2)cc1O,IC50,=',84.0,nM,07.08,,,UO_0000065,21.23,0.40,04.06,10.40,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3797649,,None,264.28,0,2.61,12,O=c1ccn(-c2ncccc2-c2ccccc2)cc1O,IC50,>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3425733,,None,293.32,0,2.70,17,O=c1cc(CO)n(-c2cccc(-c3ccccc3)c2)cc1O,IC50,=',140.0,nM,6.85,,,UO_0000065,23.37,0.43,4.15,10.97,0,CHEMBL3429503,Inhibition of C-terminal His6-tagged recombinant human membrane bound COMT expressed in Bacmid infected Sf-9 insect cells using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
CHEMBL3425728,,None,245.28,0,1.65,12,Cc1ccc(-n2cc(O)c(=O)cc2CO)c(C)c1,IC50,=',5800.0,nM,5.24,,,UO_0000065,21.35,0.40,3.59,8.38,0,CHEMBL3429503,Inhibition of C-terminal His6-tagged recombinant human membrane bound COMT expressed in Bacmid infected Sf-9 insect cells using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
